sub_type,difficulty_level,sentence_corpus,correct_answers,error_words
11,3,We were laughing {} at a private joke when we noticed the teacher frowning at us.,{quietly},{quiet}
11,3,"They were lying {} on the bed, watching the rain through the window.",{quietly},{quiet}
11,3,"I crept {} down the stairs in the dark, thinking about that last piece of chocolate cake.",{quietly},{quiet}
11,3,"He rearranged his collection of model cars, {} humming to himself.",{quietly},{quiet}
10,1,Ben hurried {} school.,"{to, from}","{up, for, like}"
10,1,Jackson was rushed {} the hospital.,{to},"{with, by, for}"
10,2,James ran {} the bus stop to catch the last bus.,{to},"{with, by, for}"
10,2,I will speak {} Isabel after she comes back from school.,"{to, with}","{by, up}"
10,2,Those shoes belong {} Timmy so you must give them back.,{to},"{by, from, for, like}"
10,2,The man stood up and shouted {} the people.,"{at, to}","{by, in, like}"
10,2,You must write {} the school to explain your situation.,{to},"{for, with, since, up}"
10,2,Rachel was led {} her surprise birthday party.,{to},"{for, with, in, up, at}"
10,2,James hurried {} the book store to be the first in line.,{to},"{for, with, in, up, at}"
10,3,"Whenever the strict teacher arrives, the children run {} their seats.",{to},"{with, in, up, at, since}"
10,3,Please speak {} your sister and resolve this conflict.,"{to, with}","{by, during, from,since, up}"
10,3,"This property belongs {} Mr. James, who owns a car manufacturing company.",{to},"{by, during, from, past, since, up, for, like}"
10,3,It's time to write {} your parents to see how they're doing.,{to},"{by, from, past, since, for}"
10,3,When the doorbell rang I hurried {} the door because I knew the book I ordered had finally arrived.,{to},"{during, from, since, up, like}"
10,3,I rushed {} my computer to finish my final essay so I could make the deadline.,{to},"{during, since, up, with, for}"
10,1,I fought {} my sister.,"{with, for}","{past, since, to, of}"
10,2,Always hold his hand when you walk {} your little brother.,{with},"{during, since, up, from, for, of}"
